lon,lat,date,month,sst_c,presence
-83.05805,24.679533,2010-06-12,,29.69571,1
-82.991667,24.684867,2010-06-11,,29.523804,1
-82.98145,24.693983,2010-05-21,,26.772614,1
-82.986633,24.68295,2010-06-11,,29.523804,1
-82.833633,24.687483,2010-06-16,,29.328735,1
-82.957517,24.614333,2010-06-17,,29.449493,1
-82.918117,24.5781,2010-05-17,,26.753998,1
-82.776833,24.707167,2010-06-15,,29.515167,1
-82.955967,24.54965,2010-05-17,,26.732697,1
-82.812183,24.67205,2010-06-16,,29.389038,1
-82.942767,24.542867,2010-05-17,,26.749512,1
-82.78105,24.703583,2010-06-10,,29.507904,1
-82.77455,24.681967,2010-06-15,,29.53769,1
-82.779017,24.714,2010-06-15,,29.515167,1
-82.7788,24.713917,2010-06-15,,29.515167,1
-82.92625,24.665833,2010-05-16,,26.742126,1
-82.937717,24.660233,2010-05-16,,26.74414,1
-82.916717,24.659583,2010-05-15,,26.740814,1
-82.938683,24.649617,2010-05-15,,26.739868,1
-82.8164,24.725183,2010-06-10,,29.434296,1
-82.876233,24.668283,2010-06-18,,29.265106,1
-82.928083,24.63275,2010-05-15,,26.736816,1
-82.810633,24.656717,2010-06-16,,29.39206,1
-82.885,24.617667,2010-05-18,,26.765656,1
-82.95695,24.604433,2010-05-23,,26.72763,1
-82.870833,24.597283,2010-06-14,,29.504028,1
-82.93765,24.639467,2010-05-15,,26.7359,1
-82.906567,24.696583,2010-05-14,,26.737366,1
-82.782383,24.706483,2010-06-10,,29.515167,1
-82.885617,24.68025,2010-06-16,,29.278442,1
-82.858433,24.66955,2010-06-18,,29.270142,1
-82.988033,24.714367,2010-05-21,,26.775574,1
-82.78845,24.712717,2010-06-10,,29.483948,1
-83.103317,24.6346,2010-06-13,,29.728546,1
-83.063217,24.643017,2010-06-12,,29.629517,1
-83.077817,24.60345,2010-05-20,,26.753448,1
-83.049683,24.609033,2010-05-20,,26.746368,1
-83.103483,24.630217,2010-06-13,,29.728546,1
-83.037683,24.599217,2010-06-14,,29.599213,1
-83.014683,24.6369,2010-06-14,,29.531769,1
-83.062817,24.69105,2010-06-12,,29.708466,1
-83.081783,24.672133,2010-06-12,,29.725037,1
-83.081983,24.672133,2010-06-12,,29.725037,1
-82.989033,24.679033,2010-06-11,,29.523804,1
-83.031067,24.650233,2010-05-18,,26.760406,1
-83.032983,24.654017,2010-05-18,,26.760406,1
-83.0239,24.6586,2010-05-18,,26.760803,1
-82.835317,24.722683,2010-06-10,,29.357147,1
-82.96925,24.642117,2010-06-17,,29.444397,1
-82.955967,24.54965,2010-05-17,,26.732697,1
-82.94135,24.591117,2010-05-22,,26.735474,1
-82.833167,24.623333,2010-06-17,,29.468292,1
-82.7788,24.713917,2010-06-15,,29.515167,1
-82.950467,24.651117,2010-05-16,,26.742462,1
-82.892933,24.684233,2010-05-14,,26.736298,1
-82.8729,24.7022,2010-05-14,,26.729431,1
-82.932683,24.662433,2010-05-16,,26.740631,1
-82.929317,24.6444,2010-05-15,,26.737518,1
-83.00895,24.68685,2010-06-11,,29.60788,1
-82.782267,24.656017,2010-06-15,,29.510254,1
-82.9245,24.638083,2010-05-15,,26.743286,1
-83.075733,24.645283,2010-06-12,,29.699493,1
-83.08225,24.5987,2010-05-20,,26.753448,1
-83.079783,24.647383,2010-06-13,,29.699493,1
-83.014817,24.6369,2010-06-14,,29.531769,1
-83.047217,24.698417,2010-05-19,,26.79364,1
-83.042017,24.709133,2010-05-19,,26.782654,1
-82.989817,24.67235,2010-06-11,,29.50647,1
-82.99115,24.706033,2010-05-21,,26.775574,1
-83.073017,24.660633,2010-06-11,,29.689056,1
-83.0132,24.68255,2010-06-11,,29.582275,1
-83.015017,24.655933,2010-05-18,,26.760803,1
-83.01395,24.685567,2010-06-11,,29.60788,1
-82.824383,24.674917,2010-06-16,,29.352417,1
-82.969033,24.642867,2010-05-22,,26.744812,1
-82.968933,24.64285,2010-05-22,,26.744812,1
-82.781633,24.691667,2010-06-15,,29.503967,1
-82.955967,24.54965,2010-05-17,,26.732697,1
-82.94135,24.591117,2010-05-22,,26.735474,1
-82.925967,24.58915,2010-05-17,,26.741943,1
-82.812183,24.67205,2010-06-16,,29.389038,1
-82.83155,24.642533,2010-06-16,,29.38089,1
-82.781383,24.673883,2010-06-15,,29.505432,1
-82.924667,24.581067,2010-05-17,,26.753998,1
-82.883883,24.630183,2010-05-18,,26.765259,1
-82.816817,24.625733,2010-06-17,,29.443573,1
-82.899367,24.587183,2010-05-17,,26.766357,1
-82.86585,24.7112,2010-05-14,,26.729706,1
-82.9272,24.6715,2010-05-16,,26.742126,1
-82.862683,24.716517,2010-05-14,,26.7341,1
-82.8745,24.691667,2010-05-14,,26.732697,1
-82.864033,24.708433,2010-05-14,,26.730774,1
-82.95695,24.604433,2010-05-23,,26.72763,1
-82.967483,24.638267,2010-06-17,,29.444397,1
-82.8958,24.621083,2010-05-18,,26.761993,1
-82.922367,24.674817,2010-05-16,,26.73941,1
-82.8008,24.717817,2010-06-10,,29.466888,1
-82.782483,24.655717,2010-06-15,,29.510254,1
-82.8609,24.668983,2010-06-18,,29.270142,1
-82.912833,24.700483,2010-05-14,,26.737366,1
-83.0822,24.598767,2010-05-20,,26.753448,1
-83.0646,24.607283,2010-05-20,,26.746246,1
-83.033033,24.608417,2010-06-14,,29.574738,1
-83.087317,24.65315,2010-06-13,,29.724243,1
-83.073633,24.665033,2010-06-12,,29.703918,1
-83.03135,24.650417,2010-05-18,,26.760406,1
-83.013033,24.682683,2010-06-11,,29.582275,1
-82.991633,24.684633,2010-06-11,,29.523804,1
-83.044367,24.689917,2010-05-19,,26.783356,1
-83.014167,24.67845,2010-06-11,,29.582275,1
-82.824367,24.674717,2010-06-16,,29.352417,1
-82.798717,24.6322,2010-06-15,,29.493164,1
-82.967267,24.638633,2010-05-22,,26.744812,1
-82.773583,24.683867,2010-06-15,,29.53769,1
-82.787417,24.729183,2010-06-10,,29.515259,1
-82.772167,24.696283,2010-06-15,,29.53946,1
-82.777083,24.717833,2010-06-15,,29.526123,1
-82.843683,24.686217,2010-06-16,,29.302216,1
-82.883883,24.630183,2010-05-18,,26.765259,1
-82.816817,24.625733,2010-06-17,,29.443573,1
-82.833133,24.623267,2010-06-17,,29.468292,1
-82.8662,24.711183,2010-05-14,,26.729706,1
-82.937767,24.660333,2010-05-16,,26.74414,1
-82.934417,24.662717,2010-05-16,,26.740631,1
-82.857767,24.720883,2010-05-14,,26.7341,1
-82.8801,24.690567,2010-05-14,,26.731201,1
-82.874483,24.69175,2010-05-14,,26.732697,1
-82.94215,24.65565,2010-05-16,,26.74414,1
-82.864033,24.708433,2010-05-14,,26.730774,1
-82.884917,24.617617,2010-05-18,,26.765656,1
-82.958367,24.607583,2010-05-23,,26.727264,1
-82.9306,24.663717,2010-05-16,,26.740631,1
-82.870867,24.597183,2010-06-14,,29.504028,1
-82.91475,24.70965,2010-05-16,,26.744293,1
-83.028983,24.616167,2010-06-14,,29.565643,1
-82.885483,24.680467,2010-06-16,,29.278442,1
-82.787217,24.7316,2010-06-10,,29.515259,1
-83.040383,24.616167,2010-05-20,,26.750458,1
-83.049683,24.698183,2010-05-19,,26.79364,1
-83.0082,24.652067,2010-05-18,,26.757965,1
-83.055717,24.679033,2010-06-12,,29.69571,1
-82.957517,24.614333,2010-06-17,,29.449493,1
-82.773583,24.683867,2010-06-15,,29.53769,1
-82.771767,24.687883,2010-06-15,,29.537354,1
-82.777267,24.717733,2010-06-15,,29.526123,1
-82.866583,24.61675,2010-06-14,,29.419312,1
-82.929967,24.6664,2010-05-16,,26.742126,1
-82.937717,24.660233,2010-05-16,,26.74414,1
-82.928467,24.616,2010-05-22,,26.737335,1
-82.93845,24.6107,2010-05-22,,26.731445,1
-82.967567,24.638417,2010-06-17,,29.444397,1
-82.922367,24.674817,2010-05-16,,26.73941,1
-82.82305,24.721433,2010-06-10,,29.40509,1
-82.790167,24.651667,2010-06-15,,29.482208,1
-82.824133,24.723617,2010-06-10,,29.40509,1
-83.0632,24.627417,2010-06-13,,29.620636,1
-83.0353,24.611933,2010-05-20,,26.749237,1
-83.0402,24.616383,2010-05-20,,26.750458,1
-83.033033,24.608417,2010-06-14,,29.574738,1
-83.0338,24.704917,2010-05-19,,26.777802,1
-83.02555,24.713017,2010-05-19,,26.77658,1
-83.0256,24.71305,2010-05-19,,26.77658,1
-83.087317,24.65315,2010-06-13,,29.724243,1
-82.989033,24.679033,2010-06-11,,29.523804,1
-83.085983,24.650483,2010-06-13,,29.724243,1
-82.833633,24.687483,2010-06-16,,29.328735,1
-82.810383,24.725367,2010-06-10,,29.460876,1
-82.925533,24.558633,2010-05-17,,26.753601,1
-82.8479,24.661583,2010-06-16,,29.291351,1
-82.785167,24.659833,2010-06-15,,29.472382,1
-82.8714,24.609167,2010-06-14,,29.465057,1
-82.829317,24.621917,2010-06-17,,29.468292,1
-82.9262,24.6829,2010-05-16,,26.743713,1
-82.916717,24.659583,2010-05-15,,26.740814,1
-82.8948,24.684617,2010-05-14,,26.736298,1
-82.810733,24.656533,2010-06-16,,29.39206,1
-82.891733,24.669117,2010-05-15,,26.743134,1
-82.90785,24.7105,2010-05-16,,26.744293,1
-83.0838,24.647383,2010-06-13,,29.699493,1
-82.99275,24.71945,2010-05-21,,26.774902,1
-82.7827,24.648683,2010-06-15,,29.518341,1
-83.075983,24.645383,2010-06-12,,29.699493,1
-83.101717,24.634383,2010-06-13,,29.728546,1
-83.06315,24.643233,2010-06-12,,29.629517,1
-83.10355,24.630483,2010-06-13,,29.728546,1
-83.068667,24.630317,2010-06-13,,29.644623,1
-83.072933,24.647233,2010-06-12,,29.671967,1
-83.023467,24.6287,2010-06-14,,29.547455,1
-83.04495,24.702167,2010-05-19,,26.785004,1
-83.024417,24.711267,2010-05-19,,26.773499,1
-82.9866,24.722867,2010-05-21,,26.774902,1
-82.981417,24.724167,2010-05-21,,26.777435,1
-83.055483,24.679133,2010-06-12,,29.69571,1
-83.08615,24.650767,2010-06-13,,29.724243,1
-82.833383,24.687317,2010-06-16,,29.328735,1
-82.963067,24.624567,2010-06-17,,29.436462,1
-82.963033,24.624467,2010-06-17,,29.436462,1
-82.798583,24.712233,2010-06-10,,29.450775,1
-82.777733,24.721433,2010-06-15,,29.526123,1
-82.915083,24.5879,2010-05-17,,26.749542,1
-82.982583,24.5904,2010-05-22,,26.736755,1
-82.972117,24.583383,2010-05-22,,26.733765,1
-82.81635,24.64285,2010-06-16,,29.403809,1
-82.9272,24.6715,2010-05-16,,26.742126,1
-82.9237,24.67995,2010-05-16,,26.738495,1
-82.889683,24.6732,2010-05-15,,26.743134,1
-82.8745,24.691667,2010-05-14,,26.732697,1
-82.80245,24.730333,2010-06-10,,29.488586,1
-82.800283,24.732167,2010-06-10,,29.488586,1
-82.926,24.644083,2010-05-15,,26.737518,1
-82.961967,24.6072,2010-05-23,,26.727264,1
-82.873383,24.600117,2010-06-14,,29.504028,1
-83.058667,24.660433,2010-06-11,,29.661133,1
-82.821317,24.676283,2010-06-16,,29.355103,1
-83.1034,24.642833,2010-06-13,,29.736237,1
-83.076883,24.634683,2010-06-13,,29.671753,1
-83.076483,24.60435,2010-05-20,,26.753448,1
-83.101367,24.623567,2010-06-13,,29.72464,1
-83.02555,24.713017,2010-05-19,,26.77658,1
-82.98645,24.7231,2010-05-21,,26.774902,1
-83.054433,24.664117,2010-06-11,,29.633606,1
-82.979867,24.697117,2010-05-21,,26.775879,1
-82.991633,24.684633,2010-06-11,,29.523804,1
-83.085983,24.650483,2010-06-13,,29.724243,1
-82.9467,24.598967,2010-05-22,,26.72815,1
-82.8286,24.722833,2010-06-10,,29.37851,1
-82.9033,24.58275,2010-05-17,,26.776154,1
-82.792733,24.735983,2010-06-10,,29.533295,1
-82.831533,24.642383,2010-06-16,,29.38089,1
-82.78145,24.673967,2010-06-15,,29.505432,1
-82.924667,24.581067,2010-05-17,,26.753998,1
-82.899267,24.587183,2010-05-17,,26.766357,1
-82.937767,24.660333,2010-05-16,,26.74414,1
-82.916717,24.659583,2010-05-15,,26.740814,1
-82.938683,24.649617,2010-05-15,,26.739868,1
-82.8801,24.690567,2010-05-14,,26.731201,1
-82.8164,24.725183,2010-06-10,,29.434296,1
-82.934167,24.6333,2010-05-15,,26.736816,1
-82.864033,24.708433,2010-05-14,,26.730774,1
-82.893633,24.66255,2010-05-15,,26.75064,1
-82.89595,24.621117,2010-05-18,,26.761993,1
-83.09935,24.619583,2010-06-13,,29.72464,1
-83.02115,24.639783,2010-06-13,,29.546814,1
-82.860817,24.668883,2010-06-18,,29.270142,1
-83.10335,24.646767,2010-06-13,,29.744507,1
-83.054767,24.636933,2010-06-12,,29.60437,1
-83.035633,24.611933,2010-05-20,,26.749237,1
-83.0646,24.607283,2010-05-20,,26.746246,1
-83.086533,24.666,2010-06-12,,29.74054,1
-83.049567,24.698133,2010-05-19,,26.79364,1
-83.066817,24.664083,2010-06-11,,29.689056,1
-83.074783,24.654033,2010-06-12,,29.671967,1
-82.96555,24.6294,2010-06-17,,29.449982,1
-82.777583,24.7213,2010-06-15,,29.526123,1
-82.915083,24.5879,2010-05-17,,26.749542,1
-82.843683,24.686217,2010-06-16,,29.302216,1
-82.792833,24.639233,2010-06-15,,29.498352,1
-82.85805,24.633417,2010-06-17,,29.38263,1
-82.92775,24.670033,2010-05-16,,26.742126,1
-82.877633,24.598367,2010-06-14,,29.489685,1
-82.8454,24.708217,2010-05-14,,26.736542,1
-82.8164,24.725183,2010-06-10,,29.434296,1
-82.928083,24.63275,2010-05-15,,26.736816,1
-82.881767,24.596533,2010-06-14,,29.489685,1
-82.961967,24.6072,2010-05-23,,26.727264,1
-82.782383,24.706483,2010-06-10,,29.515167,1
-82.821133,24.67625,2010-06-16,,29.355103,1
-82.858617,24.669633,2010-06-18,,29.270142,1
-82.782667,24.648433,2010-06-15,,29.518341,1
-82.8856,24.680383,2010-06-16,,29.278442,1
-83.1018,24.643483,2010-06-13,,29.736237,1
-83.103317,24.6346,2010-06-13,,29.728546,1
-83.101917,24.6537,2010-06-13,,29.744507,1
-83.078967,24.6178,2010-05-20,,26.75766,1
-83.025217,24.619333,2010-06-14,,29.565643,1
-83.086533,24.666,2010-06-12,,29.74054,1
-83.049567,24.698133,2010-05-19,,26.79364,1
-83.044833,24.7022,2010-05-19,,26.785004,1
-83.035683,24.707033,2010-05-19,,26.782654,1
-83.066867,24.664117,2010-06-11,,29.689056,1
-83.016233,24.71045,2010-05-19,,26.773499,1
-82.989033,24.679033,2010-06-11,,29.523804,1
-83.073217,24.6607,2010-06-11,,29.689056,1
-82.830817,24.7226,2010-06-10,,29.37851,1
-82.9033,24.58275,2010-05-17,,26.776154,1
-82.968933,24.64285,2010-05-22,,26.744812,1
-82.963783,24.620717,2010-06-17,,29.436462,1
-82.871417,24.609167,2010-06-14,,29.465057,1
-82.976233,24.591067,2010-05-22,,26.736755,1
-82.976217,24.59105,2010-05-22,,26.736755,1
-82.858267,24.628233,2010-06-17,,29.38263,1
-82.866583,24.61675,2010-06-14,,29.419312,1
-82.806433,24.728467,2010-06-10,,29.460876,1
-82.967683,24.631933,2010-06-17,,29.449982,1
-82.8948,24.684617,2010-05-14,,26.736298,1
-82.96065,24.611167,2010-06-17,,29.449493,1
-82.960533,24.61115,2010-06-17,,29.449493,1
-82.936217,24.6586,2010-05-16,,26.74414,1
-82.94135,24.612233,2010-05-22,,26.731445,1
-82.948767,24.60995,2010-05-22,,26.726929,1
-82.922183,24.6749,2010-05-16,,26.73941,1
-82.908683,24.630667,2010-05-18,,26.75351,1
-82.862783,24.666983,2010-06-18,,29.270142,1
-82.782167,24.711583,2010-06-10,,29.515167,1
-82.9459,24.65825,2010-05-16,,26.748596,1
-83.055383,24.625483,2010-06-13,,29.620636,1
-83.049533,24.60615,2010-05-20,,26.746368,1
-83.059783,24.591017,2010-05-20,,26.74936,1
-83.079783,24.647383,2010-06-13,,29.699493,1
-83.072867,24.647067,2010-06-12,,29.671967,1
-83.09775,24.654333,2010-06-13,,29.744507,1
-83.039533,24.712083,2010-05-19,,26.782654,1
-83.0338,24.704917,2010-05-19,,26.777802,1
-83.073217,24.6607,2010-06-11,,29.689056,1
-83.033817,24.652317,2010-05-18,,26.760406,1
-83.024567,24.677083,2010-06-11,,29.609863,1
-83.044367,24.689917,2010-05-19,,26.783356,1
-83.014167,24.67845,2010-06-11,,29.582275,1
-82.99475,24.685967,2010-06-11,,29.545685,1
-82.963033,24.624467,2010-06-17,,29.436462,1
-82.781633,24.691667,2010-06-15,,29.503967,1
-82.771817,24.68775,2010-06-15,,29.537354,1
-82.847833,24.661517,2010-06-16,,29.291351,1
-82.927267,24.582083,2010-05-17,,26.744354,1
-82.775633,24.661717,2010-06-15,,29.510254,1
-82.925967,24.58915,2010-05-17,,26.741943,1
-82.942767,24.542867,2010-05-17,,26.749512,1
-82.858233,24.628217,2010-06-17,,29.38263,1
-82.8662,24.711183,2010-05-14,,26.729706,1
-82.92625,24.665833,2010-05-16,,26.742126,1
-82.9237,24.67995,2010-05-16,,26.738495,1
-82.904783,24.674267,2010-05-15,,26.742126,1
-82.949967,24.659033,2010-05-16,,26.748596,1
-82.8745,24.691667,2010-05-14,,26.732697,1
-82.893017,24.665817,2010-05-15,,26.743134,1
-82.926,24.644083,2010-05-15,,26.737518,1
-82.93055,24.663683,2010-05-16,,26.740631,1
-82.906567,24.696583,2010-05-14,,26.737366,1
-82.906567,24.696583,2010-05-14,,26.737366,1
-82.791483,24.713183,2010-06-10,,29.483948,1
-82.821133,24.67625,2010-06-16,,29.355103,1
-82.821317,24.676283,2010-06-16,,29.355103,1
-82.99155,24.67725,2010-06-11,,29.523804,1
-82.986433,24.72085,2010-05-21,,26.774902,1
-82.8462,24.634533,2010-06-17,,29.39392,1
-83.059983,24.590933,2010-05-20,,26.74936,1
-83.072867,24.647067,2010-06-12,,29.671967,1
-82.986667,24.692583,2010-05-21,,26.769714,1
-83.078217,24.661583,2010-06-12,,29.714233,1
-82.986517,24.683,2010-06-11,,29.523804,1
-82.8286,24.722833,2010-06-10,,29.37851,1
-82.9682,24.631267,2010-05-22,,26.740753,1
-82.770733,24.69035,2010-06-15,,29.537354,1
-82.770683,24.693167,2010-06-15,,29.537354,1
-82.962133,24.56965,2010-05-17,,26.73465,1
-82.816467,24.64295,2010-06-16,,29.403809,1
-82.949817,24.572417,2010-05-17,,26.735992,1
-82.948733,24.60295,2010-05-22,,26.72815,1
-82.873217,24.66665,2010-06-18,,29.26474,1
-82.94585,24.611817,2010-05-22,,26.726929,1
-82.955867,24.611667,2010-06-17,,29.449493,1
-82.94215,24.65565,2010-05-16,,26.74414,1
-82.873383,24.600117,2010-06-14,,29.504028,1
-82.870867,24.597183,2010-06-14,,29.504028,1
-82.937733,24.639517,2010-05-15,,26.7359,1
-83.021183,24.639933,2010-06-13,,29.546814,1
-82.821317,24.676283,2010-06-16,,29.355103,1
-82.988233,24.7219,2010-05-21,,26.774902,1
-82.991417,24.677367,2010-06-11,,29.523804,1
-82.99155,24.67725,2010-06-11,,29.523804,1
-82.846167,24.634333,2010-06-17,,29.39392,1
-82.824133,24.723617,2010-06-10,,29.40509,1
-83.05215,24.645617,2010-06-12,,29.616089,1
-83.0764,24.60425,2010-05-20,,26.753448,1
-83.06335,24.6062,2010-05-20,,26.746246,1
-83.101217,24.623217,2010-06-13,,29.72464,1
-83.0198,24.634933,2010-06-14,,29.547455,1
-82.985367,24.707533,2010-05-21,,26.775574,1
-82.9901,24.672467,2010-06-11,,29.50647,1
-83.054517,24.663883,2010-06-11,,29.633606,1
-83.01395,24.685567,2010-06-11,,29.60788,1
-82.775283,24.667083,2010-06-15,,29.505432,1
-82.951633,24.611133,2010-05-23,,26.726929,1
-82.771817,24.68775,2010-06-15,,29.537354,1
-82.813083,24.652567,2010-06-16,,29.405823,1
-82.968183,24.578033,2010-05-17,,26.733765,1
-82.775733,24.661467,2010-06-15,,29.510254,1
-82.9408,24.59125,2010-05-22,,26.735474,1
-82.975733,24.570733,2010-05-17,,26.734955,1
-82.962583,24.5559,2010-05-17,,26.734589,1
-82.816433,24.722883,2010-06-10,,29.40509,1
-82.869467,24.715017,2010-05-14,,26.735779,1
-82.873283,24.666733,2010-06-18,,29.26474,1
-82.877633,24.598367,2010-06-14,,29.489685,1
-82.945667,24.6523,2010-05-16,,26.742462,1
-82.94585,24.611817,2010-05-22,,26.726929,1
-82.9564,24.610967,2010-05-23,,26.727264,1
-82.929283,24.644167,2010-05-15,,26.737518,1
-83.02505,24.634133,2010-06-14,,29.561462,1
-82.9932,24.713333,2010-05-21,,26.775574,1
-82.790167,24.651667,2010-06-15,,29.482208,1
-83.1018,24.643483,2010-06-13,,29.736237,1
-83.072183,24.619767,2010-05-20,,26.753143,1
-83.0685,24.630117,2010-06-13,,29.644623,1
-83.032417,24.648217,2010-05-18,,26.760406,1
-83.023267,24.6288,2010-06-14,,29.547455,1
-83.0863,24.668267,2010-06-12,,29.74054,1
-83.047217,24.698417,2010-05-19,,26.79364,1
-83.044833,24.7022,2010-05-19,,26.785004,1
-82.9866,24.722867,2010-05-21,,26.774902,1
-82.987067,24.6925,2010-05-21,,26.769714,1
-83.009283,24.658667,2010-05-18,,26.759277,1
-82.830817,24.7226,2010-06-10,,29.37851,1
-82.860717,24.621433,2010-06-14,,29.430878,1
-82.798567,24.632267,2010-06-15,,29.493164,1
-82.775283,24.667083,2010-06-15,,29.505432,1
-82.963633,24.620633,2010-06-17,,29.436462,1
-82.917617,24.5781,2010-05-17,,26.753998,1
-82.781617,24.691467,2010-06-15,,29.503967,1
-82.788633,24.736317,2010-06-10,,29.533295,1
-82.968183,24.578033,2010-05-17,,26.733765,1
-82.915117,24.587917,2010-05-17,,26.749542,1
-82.979533,24.57765,2010-05-22,,26.736328,1
-82.97585,24.588167,2010-05-22,,26.736755,1
-82.812183,24.67205,2010-06-16,,29.389038,1
-82.972983,24.5681,2010-05-17,,26.73465,1
-82.816817,24.625833,2010-06-17,,29.443573,1
-82.858017,24.633567,2010-06-17,,29.38263,1
-82.816433,24.722883,2010-06-10,,29.40509,1
-82.86585,24.7112,2010-05-14,,26.729706,1
-82.889683,24.6732,2010-05-15,,26.743134,1
-82.8948,24.684617,2010-05-14,,26.736298,1
-82.80245,24.730333,2010-06-10,,29.488586,1
-82.929133,24.61345,2010-05-22,,26.738647,1
-82.942,24.655683,2010-05-16,,26.74414,1
-82.885,24.617667,2010-05-18,,26.765656,1
-82.9564,24.610967,2010-05-23,,26.727264,1
-82.937733,24.639517,2010-05-15,,26.7359,1
-82.91475,24.70965,2010-05-16,,26.744293,1
-83.028983,24.616167,2010-06-14,,29.565643,1
-82.99275,24.71945,2010-05-21,,26.774902,1
-82.8857,24.680483,2010-06-16,,29.278442,1
-83.101717,24.634383,2010-06-13,,29.728546,1
-83.063217,24.643017,2010-06-12,,29.629517,1
-83.05215,24.645617,2010-06-12,,29.616089,1
-83.0764,24.60425,2010-05-20,,26.753448,1
-83.032433,24.648067,2010-05-18,,26.760406,1
-83.019717,24.634783,2010-06-14,,29.547455,1
-83.066217,24.686867,2010-06-12,,29.721771,1
-83.030283,24.706883,2010-05-19,,26.77658,1
-82.985367,24.707533,2010-05-21,,26.775574,1
-83.063583,24.661333,2010-06-11,,29.661133,1
-82.979817,24.697167,2010-05-21,,26.775879,1
-83.032967,24.6813,2010-06-11,,29.635162,1
-82.990583,24.71765,2010-05-21,,26.774902,1
-82.830817,24.7226,2010-06-10,,29.37851,1
-82.859517,24.624933,2010-06-17,,29.430878,1
-82.782217,24.679167,2010-06-15,,29.50351,1
-82.94035,24.598583,2010-05-22,,26.73291,1
-82.85775,24.705317,2010-05-14,,26.730774,1
-82.97585,24.588167,2010-05-22,,26.736755,1
-82.781117,24.703667,2010-06-10,,29.507904,1
-82.816483,24.722817,2010-06-10,,29.40509,1
-82.942483,24.63885,2010-05-15,,26.7359,1
-82.92615,24.645717,2010-05-15,,26.739105,1
-82.930417,24.647617,2010-05-15,,26.739105,1
-82.9012,24.66885,2010-05-15,,26.742126,1
-82.95645,24.611133,2010-05-23,,26.727264,1
-82.93095,24.642867,2010-05-15,,26.737518,1
-82.908683,24.630667,2010-05-18,,26.75351,1
-83.058367,24.660583,2010-06-11,,29.661133,1
-83.028983,24.616167,2010-06-14,,29.565643,1
-83.077017,24.634417,2010-06-13,,29.671753,1
-83.057167,24.617167,2010-05-20,,26.750183,1
-83.0622,24.6157,2010-05-20,,26.750183,1
-83.066217,24.686867,2010-06-12,,29.721771,1
-83.033717,24.705083,2010-05-19,,26.77658,1
-82.985417,24.70755,2010-05-21,,26.775574,1
-82.979867,24.697117,2010-05-21,,26.775879,1
-83.037483,24.677517,2010-06-11,,29.6568,1
-83.068167,24.673567,2010-06-12,,29.703918,1
-82.810467,24.722417,2010-06-10,,29.435425,1
-82.860717,24.621433,2010-06-14,,29.430878,1
-82.922067,24.556683,2010-05-17,,26.767578,1
-82.96555,24.6294,2010-06-17,,29.449982,1
-82.792783,24.735817,2010-06-10,,29.533295,1
-82.85775,24.705317,2010-05-14,,26.730774,1
-82.82255,24.683817,2010-06-16,,29.355103,1
-82.949817,24.5724,2010-05-17,,26.735992,1
-82.897117,24.6821,2010-05-14,,26.736267,1
-82.92615,24.645717,2010-05-15,,26.739105,1
-82.955867,24.611667,2010-06-17,,29.449493,1
-82.930417,24.647617,2010-05-15,,26.739105,1
-82.90135,24.668967,2010-05-15,,26.742126,1
-82.874133,24.604167,2010-06-14,,29.504028,1
-83.07005,24.643367,2010-06-12,,29.655853,1
-82.98635,24.720733,2010-05-21,,26.774902,1
-82.986433,24.72085,2010-05-21,,26.774902,1
-82.912833,24.700483,2010-05-14,,26.737366,1
-83.075733,24.645283,2010-06-12,,29.699493,1
-83.08225,24.5987,2010-05-20,,26.753448,1
-83.064633,24.607133,2010-05-20,,26.746246,1
-83.035683,24.707033,2010-05-19,,26.782654,1
-83.086667,24.6554,2010-06-13,,29.73468,1
-83.066817,24.664083,2010-06-11,,29.689056,1
-82.978317,24.720767,2010-05-21,,26.777435,1
-83.077783,24.661267,2010-06-12,,29.714233,1
-82.986633,24.68295,2010-06-11,,29.523804,1
-82.787433,24.729083,2010-06-10,,29.515259,1
-82.982533,24.59025,2010-05-22,,26.736755,1
-82.962133,24.56965,2010-05-17,,26.73465,1
-82.781383,24.673883,2010-06-15,,29.505432,1
-82.949817,24.572417,2010-05-17,,26.735992,1
-82.851667,24.638233,2010-06-17,,29.349426,1
-82.873283,24.666733,2010-06-18,,29.26474,1
-82.889683,24.673317,2010-05-15,,26.743134,1
-82.896783,24.682267,2010-05-14,,26.736267,1
-82.8626,24.716567,2010-05-14,,26.7341,1
-82.960533,24.61115,2010-06-17,,29.449493,1
-82.893567,24.662467,2010-05-15,,26.75064,1
-82.93095,24.642867,2010-05-15,,26.737518,1
-82.872983,24.599167,2010-06-14,,29.504028,1
-82.90785,24.7105,2010-05-16,,26.744293,1
-82.78215,24.711867,2010-06-10,,29.515167,1
-83.0498,24.608933,2010-05-20,,26.746368,1
-83.046083,24.639883,2010-06-12,,29.60437,1
-83.081783,24.672133,2010-06-12,,29.725037,1
-83.060633,24.678383,2010-06-12,,29.69571,1
-82.885583,24.63215,2010-05-18,,26.76773,1
-82.96595,24.628883,2010-05-22,,26.740753,1
-82.918117,24.5781,2010-05-17,,26.753998,1
-82.773583,24.683867,2010-06-15,,29.53769,1
-82.776833,24.707167,2010-06-15,,29.515167,1
-82.857683,24.705167,2010-05-14,,26.730774,1
-82.950667,24.567233,2010-05-17,,26.735992,1
-82.947267,24.587983,2010-05-22,,26.731201,1
-82.949633,24.545167,2010-05-17,,26.739136,1
-82.835033,24.624283,2010-06-17,,29.454132,1
